Description,Transcript_length,GC_content,Fickett_score,ORF_T0_length,ORF_T1_length,ORF_T2_length,ORF_T0_coverage,ORF_T1_coverage,ORF_T3_coverage,Hexamer_score_ORF_T0,Hexamer_score_ORF_T1,Hexamer_score_ORF_T2,Hexamer_score_ORF_T3,RCB_T0,RCB_T1,SS_score_k1,SS_score_k2,SS_score_k3,SS_score_k4,SS_score_k5,GC_content_paired_ss,ORF_T0_PI,ORF_T0_MW,ORF_T0_aromaticity,ORF_T0_instability,ORF_T1_MW,ORF_T1_instability,ORF_T2_MW,ORF_T3_MW,Noncoding_prob,predict
TCONS_00218785 gene=ENSG00000200991,879.0,0.45164960182025027,0.6801,105.0,866.0,321.0,0.11945392491467577,0.9852104664391353,0.9852104664391353,-0.026748325779797216,-0.23972458521582438,0.05594219524354998,-0.23972458521582438,1.2536801994856246,0.4392362273775505,-0.0022428448283633115,-0.0059521359605370075,-0.007868461674239248,-0.007922653115545027,-0.011754680336530552,0.5393700787401575,5.13480052947998,3929.3070000000007,0.08823529411764706,25.052941176470586,334.4349,-21.633333333333336,12099.0543,334.4349,0.9996131,lncrna
TCONS_00247847 gene=CRAMP1,3277.0,0.5468416234360696,0.4307,387.0,3277.0,435.0,0.11809581934696368,1.0,1.0,0.08251639986799414,-0.2961634392897398,0.04708385829452091,-0.2961634392897398,0.6143815537099417,0.8600078227693673,0.009073774184976806,0.01156822678411897,0.006694352326853158,-0.003979160117840855,-0.014736966697668963,0.6026011560693642,10.079261207580565,14443.585499999983,0.0546875,59.054687499999986,408.5796,115.33333333333334,16145.446399999983,408.5796,0.97330874,lncrna
TCONS_00247850 gene=XLOC_024531,4272.0,0.5809925093632958,0.42919999999999997,384.0,4215.0,660.0,0.0898876404494382,0.9866573033707865,0.9866573033707865,0.3524971056293971,-0.17105176988992957,0.3111805350197649,-0.17105176988992957,0.755452327971309,0.5103179840988574,0.012009542119456483,0.020720510811981153,0.024339535588581783,0.023996584799049342,0.02271258137003673,0.6458630527817404,7.8719282150268555,13340.54559999998,0.0,47.24409448818896,434.511,6.666666666666667,23145.23639999999,434.511,0.3925944,mrna
TCONS_00225505 gene=SYT17,1451.0,0.4727773949000689,0.4224,216.0,1439.0,273.0,0.14886285320468642,0.9917298414886285,0.9917298414886285,-0.03278354985442812,-0.17985614006178932,-0.13394227242895643,-0.17985614006178932,1.0493844471675895,0.494115512268269,-0.0007603424538719133,-0.0022137663165260084,-0.003040898178295078,-0.006230897950767288,-0.004425710911620554,0.5311778290993071,7.874571418762207,7801.9028,0.05633802816901408,29.790140845070418,6886.603000000001,63.18666666666665,9540.983099999996,6886.603000000001,0.9968909,lncrna
TCONS_00248077 gene=XLOC_024829,243.0,0.43621399176954734,0.6612,84.0,169.0,114.0,0.345679012345679,0.6954732510288066,0.6954732510288066,-0.12926060162409803,-0.4914858631376113,-0.457473440270728,-0.4914858631376113,2.0428256790018775,1.0628050531285926,-0.0018924586761014598,0.0016820609663478771,0.007065766639636989,0.008725831263020534,-0.006971293594817712,0.5266666666666666,9.500012779235842,2971.5841000000005,0.037037037037037035,55.77407407407409,2971.5841000000005,55.77407407407409,4205.7384999999995,2971.5841000000005,0.9997174,lncrna
TCONS_00249152 gene=ABR,6312.0,0.601552598225602,0.4529,468.0,6263.0,744.0,0.0741444866920152,0.9922370088719898,0.9922370088719898,0.009693628550902732,-0.07810608124753883,0.05340003270224002,-0.07810608124753883,0.6221880480848412,0.35705055662930874,0.01225189780386197,0.022498115214255016,0.030681925744409134,0.037516758522222526,0.046548370043458825,0.6746817538896747,11.364245033264158,17220.639599999995,0.04516129032258065,51.171612903225814,3596.0323000000008,22.45294117647059,26533.912500000017,3596.0323000000008,0.98462224,lncrna
TCONS_00268970 gene=GID4,2884.0,0.44278779472954233,0.3916,273.0,2788.0,312.0,0.09466019417475728,0.9667128987517337,0.9667128987517337,0.0022458076956316493,-0.3742077731204243,-0.03671169668585623,-0.3742077731204243,0.7682392229809045,0.3412533471451047,-0.00276431502752667,-0.007079577592811396,-0.011451300386555322,-0.01647666244119022,-0.01937155628424693,0.5108323831242874,8.294067192077637,9509.446199999993,0.044444444444444446,61.11444444444442,2249.6501000000003,73.82105263157894,10956.097999999989,2249.6501000000003,0.997803,lncrna
TCONS_00281731 gene=ENSG00000261978,444.0,0.48873873873873874,0.5216000000000001,294.0,400.0,408.0,0.6621621621621622,0.9009009009009009,0.918918918918919,-0.21839036931136407,-0.3726354440953325,-0.1997196021703668,-0.1997196021703668,1.8613134136818887,1.5987748160527886,0.004688638862450993,0.010799068185604744,0.019956707509314765,0.026743904633275393,0.030209742099475974,0.484251968503937,5.086487388610839,10064.5743,0.05154639175257732,27.77319587628865,2250.9408000000003,24.78095238095238,14125.427500000003,14125.427500000003,0.8486046,lncrna
TCONS_00296561 gene=XLOC_031171,7020.0,0.5055555555555555,0.48319999999999996,1980.0,7000.0,1995.0,0.28205128205128205,0.9971509971509972,0.9971509971509972,0.33834251348669253,-0.2030331934577483,0.3424655657902804,-0.2030331934577483,0.4270080447880613,0.20019609327734544,0.005269524105507015,0.018440808914336138,0.030190076356684126,0.04259835213343754,0.05599135219144053,0.5739773716275022,4.929157066345213,69365.6349000003,0.048558421851289835,66.63338391502307,248.3423,5.0,69863.18350000029,248.3423,0.004139602,mrna
TCONS_00288757 gene=NEDD4L,951.0,0.4647739221871714,0.5089,162.0,916.0,435.0,0.17034700315457413,0.9631966351209253,0.9631966351209253,0.06199600323054912,-0.2672196925955537,-0.076169809735873,-0.2672196925955537,1.1046731479775693,0.4062852050211736,-0.006334166300926176,-0.014344395087716668,-0.022016179711713924,-0.02925874269244764,-0.032787763873858136,0.5305343511450382,10.289041328430173,5509.463599999999,0.056603773584905655,86.06037735849056,796.8234999999999,8.571428571428571,15898.37419999998,796.8234999999999,0.9897992,lncrna
