gene	kegg_gene_id	pathway_id	pathway_name
ITGB1	hsa:3688	hsa05133	Pertussis - Homo sapiens (human)
ITGB1	hsa:3688	hsa05135	Yersinia infection - Homo sapiens (human)
ITGB1	hsa:3688	hsa05140	Leishmaniasis - Homo sapiens (human)
ITGB1	hsa:3688	hsa05145	Toxoplasmosis - Homo sapiens (human)
ITGB1	hsa:3688	hsa05165	Human papillomavirus infection - Homo sapiens (human)
ITGB1	hsa:3688	hsa05200	Pathways in cancer - Homo sapiens (human)
ITGB1	hsa:3688	hsa05205	Proteoglycans in cancer - Homo sapiens (human)
ITGB1	hsa:3688	hsa05222	Small cell lung cancer - Homo sapiens (human)
ITGB1	hsa:3688	hsa05410	Hypertrophic cardiomyopathy - Homo sapiens (human)
ITGB1	hsa:3688	hsa05412	Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)
ITGB1	hsa:3688	hsa05414	Dilated cardiomyopathy - Homo sapiens (human)
LIPA	hsa:1208	hsa04975	Fat digestion and absorption - Homo sapiens (human)
NIPA2	hsa:729359	hsa03320	PPAR signaling pathway - Homo sapiens (human)
PLOD2	hsa:5352	hsa00310	Lysine degradation - Homo sapiens (human)
PLOD2	hsa:5352	hsa01100	Metabolic pathways - Homo sapiens (human)
PRKAR1A	hsa:5573	hsa04910	Insulin signaling pathway - Homo sapiens (human)
SLC19A2	hsa:10560	hsa04977	Vitamin digestion and absorption - Homo sapiens (human)
SLC39A8	hsa:64116	hsa04216	Ferroptosis - Homo sapiens (human)
SLC39A8	hsa:64116	hsa05010	Alzheimer disease - Homo sapiens (human)
SLC39A8	hsa:64116	hsa05012	Parkinson disease - Homo sapiens (human)
SOD2	hsa:6648	hsa04068	FoxO signaling pathway - Homo sapiens (human)
SOD2	hsa:6648	hsa04146	Peroxisome - Homo sapiens (human)
SOD2	hsa:6648	hsa04211	Longevity regulating pathway - Homo sapiens (human)
SOD2	hsa:6648	hsa04213	Longevity regulating pathway - multiple species - Homo sapiens (human)
SOD2	hsa:6648	hsa05016	Huntington disease - Homo sapiens (human)
SOD2	hsa:6648	hsa05208	Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)
SOD2	hsa:6648	hsa05417	Lipid and atherosclerosis - Homo sapiens (human)
VPS4B	hsa:9525	hsa03250	Viral life cycle - HIV-1 - Homo sapiens (human)
VPS4B	hsa:9525	hsa03272	Virion - Hepatitis viruses - Homo sapiens (human)
VPS4B	hsa:9525	hsa04144	Endocytosis - Homo sapiens (human)
VPS4B	hsa:9525	hsa04217	Necroptosis - Homo sapiens (human)
