gene	kegg_gene_id	pathway_id	pathway_name
PPP3CB	hsa:5532	hsa04380	Osteoclast differentiation - Homo sapiens (human)
PPP3CB	hsa:5532	hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)
PPP3CB	hsa:5532	hsa04650	Natural killer cell mediated cytotoxicity - Homo sapiens (human)
PPP3CB	hsa:5532	hsa04658	Th1 and Th2 cell differentiation - Homo sapiens (human)
PPP3CB	hsa:5532	hsa04659	Th17 cell differentiation - Homo sapiens (human)
PPP3CB	hsa:5532	hsa04660	T cell receptor signaling pathway - Homo sapiens (human)
PPP3CB	hsa:5532	hsa04662	B cell receptor signaling pathway - Homo sapiens (human)
PPP3CB	hsa:5532	hsa04720	Long-term potentiation - Homo sapiens (human)
PPP3CB	hsa:5532	hsa04724	Glutamatergic synapse - Homo sapiens (human)
PPP3CB	hsa:5532	hsa04728	Dopaminergic synapse - Homo sapiens (human)
PPP3CB	hsa:5532	hsa04921	Oxytocin signaling pathway - Homo sapiens (human)
PPP3CB	hsa:5532	hsa04922	Glucagon signaling pathway - Homo sapiens (human)
PPP3CB	hsa:5532	hsa04924	Renin secretion - Homo sapiens (human)
PPP3CB	hsa:5532	hsa05010	Alzheimer disease - Homo sapiens (human)
PPP3CB	hsa:5532	hsa05014	Amyotrophic lateral sclerosis - Homo sapiens (human)
PPP3CB	hsa:5532	hsa05020	Prion disease - Homo sapiens (human)
PPP3CB	hsa:5532	hsa05022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
PPP3CB	hsa:5532	hsa05031	Amphetamine addiction - Homo sapiens (human)
PPP3CB	hsa:5532	hsa05152	Tuberculosis - Homo sapiens (human)
PPP3CB	hsa:5532	hsa05163	Human cytomegalovirus infection - Homo sapiens (human)
PPP3CB	hsa:5532	hsa05166	Human T-cell leukemia virus 1 infection - Homo sapiens (human)
PPP3CB	hsa:5532	hsa05167	Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)
PPP3CB	hsa:5532	hsa05170	Human immunodeficiency virus 1 infection - Homo sapiens (human)
PPP3CB	hsa:5532	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
PPP3CB	hsa:5532	hsa05417	Lipid and atherosclerosis - Homo sapiens (human)
RAB4A	hsa:5867	hsa04144	Endocytosis - Homo sapiens (human)
RALA	hsa:5898	hsa04014	Ras signaling pathway - Homo sapiens (human)
RALA	hsa:5898	hsa04015	Rap1 signaling pathway - Homo sapiens (human)
RALA	hsa:5898	hsa04072	Phospholipase D signaling pathway - Homo sapiens (human)
RALA	hsa:5898	hsa05132	Salmonella infection - Homo sapiens (human)
RALA	hsa:5898	hsa05200	Pathways in cancer - Homo sapiens (human)
RALA	hsa:5898	hsa05210	Colorectal cancer - Homo sapiens (human)
RALA	hsa:5898	hsa05212	Pancreatic cancer - Homo sapiens (human)
SLC39A8	hsa:64116	hsa04216	Ferroptosis - Homo sapiens (human)
SLC39A8	hsa:64116	hsa05010	Alzheimer disease - Homo sapiens (human)
SLC39A8	hsa:64116	hsa05012	Parkinson disease - Homo sapiens (human)
SNCA	hsa:6622	hsa05010	Alzheimer disease - Homo sapiens (human)
SNCA	hsa:6622	hsa05012	Parkinson disease - Homo sapiens (human)
SNCA	hsa:6622	hsa05022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
SPOPL	hsa:339745	hsa04340	Hedgehog signaling pathway - Homo sapiens (human)
SRP19	hsa:6728	hsa03060	Protein export - Homo sapiens (human)
VDAC3	hsa:7419	hsa04020	Calcium signaling pathway - Homo sapiens (human)
VDAC3	hsa:7419	hsa04022	cGMP-PKG signaling pathway - Homo sapiens (human)
VDAC3	hsa:7419	hsa04216	Ferroptosis - Homo sapiens (human)
VDAC3	hsa:7419	hsa04217	Necroptosis - Homo sapiens (human)
VDAC3	hsa:7419	hsa04218	Cellular senescence - Homo sapiens (human)
VDAC3	hsa:7419	hsa04613	Neutrophil extracellular trap formation - Homo sapiens (human)
VDAC3	hsa:7419	hsa04621	NOD-like receptor signaling pathway - Homo sapiens (human)
VDAC3	hsa:7419	hsa04979	Cholesterol metabolism - Homo sapiens (human)
VDAC3	hsa:7419	hsa05010	Alzheimer disease - Homo sapiens (human)
VDAC3	hsa:7419	hsa05012	Parkinson disease - Homo sapiens (human)
VDAC3	hsa:7419	hsa05016	Huntington disease - Homo sapiens (human)
VDAC3	hsa:7419	hsa05017	Spinocerebellar ataxia - Homo sapiens (human)
VDAC3	hsa:7419	hsa05020	Prion disease - Homo sapiens (human)
VDAC3	hsa:7419	hsa05022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
VDAC3	hsa:7419	hsa05161	Hepatitis B - Homo sapiens (human)
VDAC3	hsa:7419	hsa05166	Human T-cell leukemia virus 1 infection - Homo sapiens (human)
VDAC3	hsa:7419	hsa05203	Viral carcinogenesis - Homo sapiens (human)
VDAC3	hsa:7419	hsa05208	Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)
VDAC3	hsa:7419	hsa05415	Diabetic cardiomyopathy - Homo sapiens (human)
VPS4B	hsa:9525	hsa03250	Viral life cycle - HIV-1 - Homo sapiens (human)
VPS4B	hsa:9525	hsa03272	Virion - Hepatitis viruses - Homo sapiens (human)
VPS4B	hsa:9525	hsa04144	Endocytosis - Homo sapiens (human)
VPS4B	hsa:9525	hsa04217	Necroptosis - Homo sapiens (human)
ZMPSTE24	hsa:10269	hsa00900	Terpenoid backbone biosynthesis - Homo sapiens (human)
